id,trial_id,criterion_type,criterion_text,is_required,parsed_json,created_at,updated_at,category,tags
238,10,exclusion,"7. Have a current or recurrent ocular or systemic disease that could affect study conduct, clinical or laboratory assessments, or the action, absorption, or disposition of the investigational product (IP), per the Investigator’s discretion.",f,,2025-07-25 16:21:05.739294,2025-07-28 19:38:48.531215,laboratory,
239,10,exclusion,8. Have experienced signs and symptoms of bacterial conjunctivitis for >48 hours prior to Visit 1.,t,,2025-07-25 16:21:05.777203,2025-07-28 19:39:38.123478,laboratory,
240,10,exclusion,9. Have a known hypersensitivity to or intolerance of benzalkonium chloride or other components of Fucithalmic or placebo.,f,,2025-07-25 16:21:05.814336,2025-07-28 19:38:48.807013,general,
241,10,exclusion,"10. Have had a diagnosis of or clinical presentation consistent with non-infectious conjunctivitis or non-bacterial ocular infection (e.g., viral, fungal, acanthamoeba, or other parasitic) ≤30 days prior to Visit 1. • History of presumed seasonal or perennial allergic conjunctivitis signs/symptoms is not exclusionary.",f,,2025-07-25 16:21:05.852794,2025-07-28 19:38:49.109074,laboratory,
242,10,exclusion,"11. Have and/or report any of the following at Visit 1: a. Trauma to the eye <3 months prior to Visit 1 or any history of ocular trauma that may affect study outcomes, in the opinion of the Investigator b. Photophobia in conjunction with severe ocular pain c. Blurred vision not cleared by rapid blinking d. Tender eye upon palpation e. Unequal and/or poorly reacting pupil, in the opinion of the Investigator f. White opacity on the cornea",f,,2025-07-25 16:21:05.891348,2025-07-28 19:38:49.034711,medical_history,
243,10,exclusion,12. Have nasolacrimal duct obstruction or punctal plugs at Visit 1.,f,,2025-07-25 16:21:05.931972,2025-07-28 19:38:48.736914,study_procedures,
244,10,exclusion,13. Have had ocular surgical intervention ≤6 months prior to Visit 1 or plans for such intervention during the study period.,f,,2025-07-25 16:21:05.968736,2025-07-28 19:38:48.882868,medical_history,
245,10,exclusion,"14. Have a history of recurrent corneal erosion syndrome, either idiopathic or secondary to previous corneal trauma or dry eye syndrome.",f,,2025-07-25 16:21:06.005552,2025-07-28 19:38:48.955366,disease_specific,
246,10,exclusion,15. Have an active case or a history of ocular herpes.,f,,2025-07-25 16:21:06.045494,2025-07-28 19:38:49.246174,medical_history,
247,10,exclusion,"16. Have used any of the following treatments within the specified timeframe. Use during the study is also prohibited. a. Cyclosporine eye drops ≤7 days prior to Visit 1 b. Ocular, periocular, or systemic antibiotics ≤14 days prior to Visit 1. At Visit 1, systemic antibiotic use may be permitted if deemed by the Investigator to be clinically necessary to treat a sexually transmitted disease. c. Ocular, periocular, or systemic corticosteroids ≤14 days prior to Visit 1. Stable use (initiated ≥30 days prior to Visit 1) of inhaled and nasal corticosteroids is allowed, given no anticipated change in dose for the duration of the study. Topical dermal steroids are allowed except in the periocular area. d. Topical or systemic non-steroidal immunosuppressive agents ≤14 days prior to Visit 1 e. Topical ocular non-steroidal anti-inflammatory drugs (NSAIDs) ≤14 days prior to Visit 1 f. Topical ophthalmic products, including tear substitutes and over-the-counter (OTC) preparations such as eyelid scrubs, ≤2 hours prior to Visit 1",f,,2025-07-25 16:21:06.083782,2025-07-28 19:38:49.176353,demographics,
248,10,exclusion,17. Be an employee of or immediate family member of an employee (directly related to study conduct) at the investigational site.,f,,2025-07-25 16:21:06.123617,2025-07-28 19:38:49.388908,study_procedures,
249,10,exclusion,"18. Be unsuited for participation in the study for any other reason, per the Investigator’s discretion.",f,,2025-07-25 16:21:06.159572,2025-07-28 19:38:49.317376,study_procedures,
250,10,exclusion,"19. Have recent history (≤6 months) of blepharitis defined by symptoms of routine sticky, crusty or red eyes upon waking.",f,,2025-07-25 16:21:06.198406,2025-07-28 19:38:49.461279,laboratory,
5,11,exclusion,"2. History of symptomatic kidney stones within the past 6 months, nephrectomy, and/or renal transplant.",f,"{""field"": ""condition"", ""value"": ""kidney stones"", ""operator"": ""equals""}",2025-04-01 19:30:18.678807,2025-07-22 19:16:44.201729,medical,
7,11,exclusion,5. Hemoglobin < 10 g/dL (males) or < 9 g/dL (females) at Screening.,f,"{""test"": ""hemoglobin"", ""field"": ""lab_value"", ""value"": 10, ""operator"": ""greater_than""}",2025-04-01 19:30:57.96791,2025-07-22 19:16:47.975766,laboratory,
8,11,inclusion,1. Male or female participants ≥ 18 to ≤ 85 years of age at the time of signing the informed consent form (ICF).,t,"{""unit"": ""years"", ""field"": ""age"", ""value"": [18, 85], ""operator"": ""between""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.871317,demographic,
9,11,inclusion,"2. Participants that have documented medical records stating history of gout. If no documented medical history of gout, delegated site personnel should complete the American College Rheumatology/ European Alliance of Associations for
   Rheumatology gout classification criteria calculator to confirm gout diagnosis.",t,"{""field"": ""diagnosis"", ""value"": ""gout"", ""operator"": ""equals""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:24.580448,medical,
10,11,inclusion,3. Must have had an occurrence of ≥ 2 self-reported gout flares in the last 12 months.,t,"{""field"": ""condition_count"", ""value"": 2, ""operator"": ""greater_than_or_equal"", ""condition"": ""gout flares""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:27.008769,medical,
11,11,inclusion,4. Body weight must be ≥ 50 kg and body mass index between ≥ 18 to ≤ 45 kg/m2.,t,"{""field"": ""bmi"", ""value"": 18.5, ""operator"": ""greater_than_or_equal""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:28.672301,biometric,
12,11,inclusion,5. Male or female participants. Contraceptive use by men and women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies.,f,"{""text"": ""5. Male or female participants. Contraceptive use by men and women should be consistent with local regulations regarding the methods of contraception for those participating in clinical studies."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.146201,other,
13,11,inclusion,"6. Capable of giving signed informed consent, which includes compliance with the requirements and restrictions listed in the ICF and in this protocol.",f,"{""text"": ""6. Capable of giving signed informed consent, which includes compliance with the requirements and restrictions listed in the ICF and in this protocol."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:20.920015,other,
14,11,inclusion,7. Participants must meet one of the following criteria: a. ULT-naïve participants OR b. Participants entering the study on ULT are willing to washout for a minimum of 10 days before the first IP administration on Day 1.,t,"{""text"": ""7. Participants must meet one of the following criteria: a. ULT-naïve participants OR b. Participants entering the study on ULT are willing to washout for a minimum of 10 days before the first IP administration on Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:37.177695,other,
15,11,inclusion,"8. Participant meets one of the following criteria at Screening: a. If not currently taking an approved ULT, participant must have an sUA value ≥ 7.0 mg/dL (416 µmol/L) OR b. If entering the study on ULT treatment, participant must 
  have an sUA value > 6.0 mg/dL (357 µmol/L).",f,"{""text"": ""8. Participant meets one of the following criteria at Screening: a. If not currently taking an approved ULT, participant must have an sUA value ≥ 7.0 mg/dL (416 µmol/L) OR b. If entering the study on ULT treatment, participant must \n  have an sUA value > 6.0 mg/dL (357 µmol/L)."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.41381,other,
16,11,inclusion,9. Serum creatinine must be < 3.0 mg/dL and estimated CLcr ≥ 30 mL/min by Cockcroft-Gault formula.,f,"{""text"": ""9. Serum creatinine must be < 3.0 mg/dL and estimated CLcr ≥ 30 mL/min by Cockcroft-Gault formula."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.35879,other,
17,11,inclusion,10. Participants taking concomitant medications must be on a stable dose from 4 weeks before Day 1 and agree to maintain the stable dose through to the Final Follow-Up Visit.,f,"{""text"": ""10. Participants taking concomitant medications must be on a stable dose from 4 weeks before Day 1 and agree to maintain the stable dose through to the Final Follow-Up Visit."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.079283,other,
18,11,inclusion,11. Participants previously prescribed pegloticase or rasburicase must have stopped taking these medications for at least 90 days before Day 1.,f,"{""text"": ""11. Participants previously prescribed pegloticase or rasburicase must have stopped taking these medications for at least 90 days before Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.488142,other,
19,11,inclusion,12. Must be free of any clinically significant disease that would interfere with study evaluations or procedures as per the Investigator's judgment.,f,"{""text"": ""12. Must be free of any clinically significant disease that would interfere with study evaluations or procedures as per the Investigator's judgment."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.802947,other,
20,11,exclusion,1. A history of clinically significant disorders or presenting with signs or symptoms of clinically significant disorders that are not well-controlled as per the Investigator's judgment.,f,"{""text"": ""1. A history of clinically significant disorders or presenting with signs or symptoms of clinically significant disorders that are not well-controlled as per the Investigator's judgment."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:16:55.258747,other,
22,11,exclusion,3. History of xanthinuria.,f,"{""text"": ""3. History of xanthinuria."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:16:58.626327,other,
23,11,exclusion,4. History of tumor lysis syndrome or Lesch-Nyhan syndrome.,f,"{""text"": ""4. History of tumor lysis syndrome or Lesch-Nyhan syndrome."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:16:57.778302,other,
25,11,exclusion,"6. Alanine aminotransferase or aspartate aminotransferase > 2.0 × ULN, total bilirubin > 3 mg/dL, and/or international normalized ratio > 1.7 (not on anti-coagulant therapy) at Screening.",f,"{""text"": ""6. Alanine aminotransferase or aspartate aminotransferase > 2.0 × ULN, total bilirubin > 3 mg/dL, and/or international normalized ratio > 1.7 (not on anti-coagulant therapy) at Screening."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:16:59.62731,other,
26,11,exclusion,"7. Participants that have moderately impaired hepatic function (Child-Pugh Class B) or advanced hepatic dysfunction (Child-Pugh Class C), or participants that are recipients of a liver transplant.",f,"{""text"": ""7. Participants that have moderately impaired hepatic function (Child-Pugh Class B) or advanced hepatic dysfunction (Child-Pugh Class C), or participants that are recipients of a liver transplant."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:02.272186,other,
27,11,exclusion,8. Positive serology to human immunodeficiency virus ([HIV]; HIV1 and HIV2) with a confirmatory positive HIV assay and/or hepatitis C virus (HCV) antibodies with a confirmatory positive HCV RNA and/or hepatitis B surface antigen.,f,"{""text"": ""8. Positive serology to human immunodeficiency virus ([HIV]; HIV1 and HIV2) with a confirmatory positive HIV assay and/or hepatitis C virus (HCV) antibodies with a confirmatory positive HCV RNA and/or hepatitis B surface antigen."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:02.949986,other,
28,11,exclusion,"9. Malignancy within 5 years, except for basal or squamous cell carcinoma of the skin that has been successfully treated. Participants with a history of other malignancies that have been treated with curative intent at least 3 years 
  before Screening with no recurrence may also be eligible if approved by the Sponsor Medical Monitor (or designee).",f,"{""text"": ""9. Malignancy within 5 years, except for basal or squamous cell carcinoma of the skin that has been successfully treated. Participants with a history of other malignancies that have been treated with curative intent at least 3 years \n  before Screening with no recurrence may also be eligible if approved by the Sponsor Medical Monitor (or designee)."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:06.367464,other,
29,11,exclusion,"10. History of complete heart block, QTc prolongation, Torsades de pointes, or any family history of congenital QT interval prolongation syndrome.",f,"{""text"": ""10. History of complete heart block, QTc prolongation, Torsades de pointes, or any family history of congenital QT interval prolongation syndrome."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:08.030449,other,
30,11,exclusion,"11. History within 6 months before Screening and/or presence of substance use disorders including alcohol use disorder as defined by the Diagnostic and Statistical Manual of Mental Disorders, fifth edition.",f,"{""text"": ""11. History within 6 months before Screening and/or presence of substance use disorders including alcohol use disorder as defined by the Diagnostic and Statistical Manual of Mental Disorders, fifth edition."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:11.370161,medical,
31,11,exclusion,"12. History of severe allergic reaction (e.g., anaphylaxis) to a food, drug, chemical, or natural substance.",t,"{""text"": ""12. History of severe allergic reaction (e.g., anaphylaxis) to a food, drug, chemical, or natural substance."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:56.824987,other,
32,11,exclusion,"13. Uncontrolled hypertension (e.g., systolic pressure > 160 mm Hg, or diastolic pressure > 95 mm Hg on repeated measures).",f,"{""field"": ""diagnosis"", ""value"": ""hypertension""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:13.813089,other,
33,11,exclusion,14. QT corrected for heart rate according to Fridericia (QTcF) interval > 450 msec (males) or > 480 msec (females) at Screening.,f,"{""text"": ""14. QT corrected for heart rate according to Fridericia (QTcF) interval > 450 msec (males) or > 480 msec (females) at Screening."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:15.885729,other,
34,11,exclusion,15. Any use of concomitant medications that have a moderate or high risk of prolonging the QT/QTc interval within 14 days before Day 1.,f,"{""text"": ""15. Any use of concomitant medications that have a moderate or high risk of prolonging the QT/QTc interval within 14 days before Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.001419,other,
35,11,exclusion,16. Participants requiring long-term use of high-dose salicylates (> 1g/day) will be excluded.,f,"{""text"": ""16. Participants requiring long-term use of high-dose salicylates (> 1g/day) will be excluded."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.931647,other,
36,11,exclusion,17. Participants requiring or taking warfarin will be excluded.,f,"{""text"": ""17. Participants requiring or taking warfarin will be excluded."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.868446,other,
37,11,exclusion,18. Received any vaccinations (including coronavirus disease-2019 and influenza) within 14 days before dosing on Day 1.,f,"{""text"": ""18. Received any vaccinations (including coronavirus disease-2019 and influenza) within 14 days before dosing on Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.067268,other,
38,11,exclusion,19. Received pegloticase or rasburicase within the 3 months before Screening.,f,"{""text"": ""19. Received pegloticase or rasburicase within the 3 months before Screening."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.348426,other,
39,11,exclusion,"20. Previously dosed with AR882 or previously received an IP, investigational biological agent, or investigational device within 3 months or 5 half-lives of the IP, whichever is longer.",f,"{""text"": ""20. Previously dosed with AR882 or previously received an IP, investigational biological agent, or investigational device within 3 months or 5 half-lives of the IP, whichever is longer."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.720971,demographic,
40,11,exclusion,21. Safety laboratory abnormality values considered clinically significant by the Investigator.,f,"{""text"": ""21. Safety laboratory abnormality values considered clinically significant by the Investigator."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.137779,laboratory,
41,11,exclusion,"22. Positive test for drugs of abuse (cocaine, methamphetamine, amphetamine, benzodiazepines, methadone, barbiturates, or opiates) at Screening. Participants with positive test(s) for amphetamines, barbiturates, benzodiazepines, or 
  opiates who present documentation of a valid prescription for the respective drug will be permitted if the prescription is deemed acceptable by the Investigator.",f,"{""text"": ""22. Positive test for drugs of abuse (cocaine, methamphetamine, amphetamine, benzodiazepines, methadone, barbiturates, or opiates) at Screening. Participants with positive test(s) for amphetamines, barbiturates, benzodiazepines, or \n  opiates who present documentation of a valid prescription for the respective drug will be permitted if the prescription is deemed acceptable by the Investigator."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.216474,laboratory,
42,11,exclusion,23. Inadequate venous access or unsuitable veins for repeated venipuncture in the opinion of the Investigator.,f,"{""text"": ""23. Inadequate venous access or unsuitable veins for repeated venipuncture in the opinion of the Investigator."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.280374,other,
43,11,exclusion,24. Any acute illness within 1 week of Day 1 or active infection within 2 weeks of Day 1.,f,"{""text"": ""24. Any acute illness within 1 week of Day 1 or active infection within 2 weeks of Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.436126,other,
44,11,exclusion,25. Had major surgery within 3 months of Day 1.,f,"{""text"": ""25. Had major surgery within 3 months of Day 1."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.290993,other,
45,11,exclusion,"26. Donated whole blood within 8 weeks before Day 1 or donated plasma within 4 weeks before Screening. Participants must agree to refrain from donation of blood, fluids, and other tissue throughout the treatment period until 12 weeks
   after receiving the last dose of IP.",f,"{""text"": ""26. Donated whole blood within 8 weeks before Day 1 or donated plasma within 4 weeks before Screening. Participants must agree to refrain from donation of blood, fluids, and other tissue throughout the treatment period until 12 weeks\n   after receiving the last dose of IP."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.787814,other,
46,11,exclusion,27. Clinically relevant intolerance or allergy to AR882 or is known or suspected to have hypersensitivity to benzbromarone and/or any ingredient in the study treatments.,f,"{""text"": ""27. Clinically relevant intolerance or allergy to AR882 or is known or suspected to have hypersensitivity to benzbromarone and/or any ingredient in the study treatments."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:21.661797,other,
47,11,exclusion,"28. Is in a situation or with a condition that, in the opinion of the Investigator, may interfere with optimal participation in the study.",f,"{""text"": ""28. Is in a situation or with a condition that, in the opinion of the Investigator, may interfere with optimal participation in the study."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.577275,other,
48,11,exclusion,29. Is involved in other clinical studies throughout the period of this study.,f,"{""text"": ""29. Is involved in other clinical studies throughout the period of this study."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.508036,other,
49,11,exclusion,30. Is unable or unwilling to comply with study restrictions.,f,"{""text"": ""30. Is unable or unwilling to comply with study restrictions."", ""field"": ""unparsed""}",2025-04-01 19:33:02.324312,2025-07-22 19:17:22.655299,other,
251,12,inclusion,1. Male and female subjects aged ≥ 50 years.,t,,2025-07-28 19:38:39.656681,2025-07-28 19:38:39.656681,demographics,
252,12,inclusion,2. Established diagnosis of T2DM for at least 6 months prior to Screening AND an A1C ≥ 7.2% but ≤ 10.0% at Screening.,t,,2025-07-28 19:38:39.706686,2025-07-28 19:38:39.706686,laboratory,
253,12,inclusion,"3. On a stable dose of at least one and up to three of the following glucose-lowering agents: Metformin, sulfonylurea, DPP-4 inhibitor, SGLT-2 inhibitor, thiazolidinedione, insulin secretagogue, oral or injected GLP-1 receptor agonists, glucosidase inhibitor, or pramlintide (injected insulin is excluded) for a minimum of 3 months prior to Screening.",t,,2025-07-28 19:38:39.746513,2025-07-28 19:38:39.746513,demographics,
254,12,inclusion,"4. Body mass index (BMI) of ≤ 28 kg/m2 at Screening and stable weight, with no more than 5 kg gain or loss in the 3 months prior to Screening.",t,,2025-07-28 19:38:39.779808,2025-07-28 19:38:39.779808,disease_specific,
255,12,inclusion,5. Renal function – eGFR ≥ 30 ml/min.,t,,2025-07-28 19:38:39.815643,2025-07-28 19:38:39.815643,laboratory,
256,12,inclusion,6. Females of childbearing potential must:,t,,2025-07-28 19:38:39.856198,2025-07-28 19:38:39.856198,demographics,
257,12,inclusion,a. Have a negative serum pregnancy test result at Screening.,t,,2025-07-28 19:38:39.892492,2025-07-28 19:38:39.892492,laboratory,
258,12,inclusion,"b. Agree to avoid becoming pregnant while receiving IP for at least 30 days prior to IP administration, during the entire study, and for 30 days following their last dose of IP.",t,,2025-07-28 19:38:39.929082,2025-07-28 19:38:39.929082,laboratory,
259,12,inclusion,"c. Agree to use an acceptable method of contraception at least 30 days prior to IP administration, during the entire study, and for 30 days following their last dose of IP. Acceptable methods of contraception are hormonal contraception (contraceptive pill or injection) PLUS an additional barrier method of contraception such as a diaphragm, condom, sponge, or spermicide.",t,,2025-07-28 19:38:39.976944,2025-07-28 19:38:39.976944,demographics,
260,12,inclusion,"d. In the absence of hormonal contraception, double-barrier methods must be used which include a combination of any two of the following: diaphragm, condom, copper intrauterine device, sponge, or spermicide, and must be used for at least 30 days prior to administration of IP, during the entire study, and for 30 days following their last dose of IP.",t,,2025-07-28 19:38:40.018806,2025-07-28 19:38:40.018806,demographics,
261,12,inclusion,"e. Abstinence (relative to heterosexual activity) can be used as the sole method of contraception if it is consistently employed as the subject’s preferred and usual lifestyle and if considered acceptable by local regulatory agencies and ERCs/IRBs. Periodic abstinence (e.g., calendar, ovulation, sympto-thermal, post-ovulation methods, etc.) and withdrawal are not acceptable methods of contraception.",t,,2025-07-28 19:38:40.053469,2025-07-28 19:38:40.053469,demographics,
262,12,inclusion,f. Females who are not of childbearing potential are defined as:,t,,2025-07-28 19:38:40.087227,2025-07-28 19:38:40.087227,demographics,
263,12,inclusion,i. Postmenopausal (defined as at least 12 months with no menses in women ≥ 45 years of age); OR,t,,2025-07-28 19:38:40.125281,2025-07-28 19:38:40.125281,demographics,
264,12,inclusion,"ii. Have had a hysterectomy and/or bilateral oophorectomy, bilateral salpingectomy, or bilateral tubal ligation/occlusion at least 6 weeks prior to screening; OR",t,,2025-07-28 19:38:40.158955,2025-07-28 19:38:40.158955,laboratory,
265,12,inclusion,iii. Have a congenital or acquired condition that prevents childbearing.,t,,2025-07-28 19:38:40.19239,2025-07-28 19:38:40.19239,disease_specific,
266,12,exclusion,1. Type 1 diabetes by history.,t,,2025-07-28 19:38:40.230928,2025-07-28 19:38:40.230928,disease_specific,
267,12,exclusion,"2. Diabetes attributable to other secondary causes (e.g., genetic syndromes, secondary pancreatic diabetes, diabetes due to endocrinopathies, drug- or chemical-induced, and post-organ transplant).",t,,2025-07-28 19:38:40.272318,2025-07-28 19:38:40.272318,disease_specific,
268,12,exclusion,3. Treatment involving injected insulin within 3 months prior to Visit 1.,t,,2025-07-28 19:38:40.309383,2025-07-28 19:38:40.309383,medical_history,
269,12,exclusion,4. A history of > 2 episodes of severe hypoglycemia within 6 months prior to Screening.,t,,2025-07-28 19:38:40.351507,2025-07-28 19:38:40.351507,disease_specific,
270,12,exclusion,5. A history of hypoglycemic unawareness.,t,,2025-07-28 19:38:40.385079,2025-07-28 19:38:40.385079,medical_history,
271,12,exclusion,"6. A history of unstable angina or myocardial infarction within 6 months prior to Screening, New York Heart Association (NYHA) Grade 3 or 4 congestive heart failure (CHF), valvular heart disease, ventricular cardiac arrhythmia requiring treatment, pulmonary hypertension, cardiac surgery, coronary angioplasty, stroke, or transient ischemic attack (TIA) within 6 months prior to Screening.",t,,2025-07-28 19:38:40.424705,2025-07-28 19:38:40.424705,laboratory,
272,12,exclusion,7. A history of uncontrolled or untreated severe hypertension defined as systolic blood pressure above or equal to 160 mmHg and/or diastolic blood pressure above or equal to 100 mmHg. A single repeat measurement will be permitted.,t,,2025-07-28 19:38:40.458257,2025-07-28 19:38:40.458257,laboratory,
273,12,exclusion,8. Renal dysfunction: eGFR < 30 mL/min.,t,,2025-07-28 19:38:40.497043,2025-07-28 19:38:40.497043,laboratory,
274,12,exclusion,9. A history of or active proliferative retinopathy requiring treatment.,t,,2025-07-28 19:38:40.534626,2025-07-28 19:38:40.534626,medical_history,
275,12,exclusion,"10. Psychiatric disorders that, per Investigator judgment, may have impact on the safety of the subject or interfere with subject’s participation or compliance in the study.",t,,2025-07-28 19:38:40.568026,2025-07-28 19:38:40.568026,disease_specific,
276,12,exclusion,11. Laboratory abnormalities at Screening including:,t,,2025-07-28 19:38:40.606734,2025-07-28 19:38:40.606734,laboratory,
277,12,exclusion,a. Abnormal serum thyrotropin (TSH) levels below the lower limit of normal or >1.5X the upper limit of normal; a single repeat test is allowable.,t,,2025-07-28 19:38:40.642784,2025-07-28 19:38:40.642784,laboratory,
278,12,exclusion,"b. Elevated liver enzymes (alanine aminotransferase (ALT), aspartate aminotransferase (AST), alkaline phosphatase (ALP)) > 3X the upper limit of normal; a single repeat test is allowable.",t,,2025-07-28 19:38:40.685664,2025-07-28 19:38:40.685664,laboratory,
279,12,exclusion,c. Very elevated fasting triglyceride levels (> 600 mg/dL); a single repeat test is allowable.,t,,2025-07-28 19:38:40.730193,2025-07-28 19:38:40.730193,laboratory,
